Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Gogoat,Grass,None,531,123,100.0,62,97.0,81,68.0,6,False
Pancham,Fighting,None,348,67,82.0,62,46.0,48,43.0,6,False
Pangoro,Fighting,Dark,495,95,124.0,78,69.0,71,58.0,6,False
Furfrou,Normal,None,472,75,80.0,60,65.0,90,102.0,6,False
Espurr,Psychic,None,355,62,48.0,54,63.0,60,68.0,6,False
MeowsticMale,Psychic,None,466,74,48.0,76,83.0,81,104.0,6,False
MeowsticFemale,Psychic,None,466,74,48.0,76,83.0,81,104.0,6,False
Honedge,Steel,Ghost,325,45,80.0,100,35.0,37,28.0,6,False
Doublade,Steel,Ghost,448,59,110.0,150,45.0,49,35.0,6,False
AegislashBlade Forme,Steel,Ghost,520,60,150.0,50,150.0,50,60.0,6,False
AegislashShield Forme,Steel,Ghost,520,60,50.0,150,50.0,150,60.0,6,False
Spritzee,Fairy,None,341,78,52.0,60,63.0,65,23.0,6,False
Aromatisse,Fairy,None,462,101,72.0,72,99.0,89,29.0,6,False
Swirlix,Fairy,None,341,62,48.0,66,59.0,57,49.0,6,False
Slurpuff,Fairy,None,480,82,80.0,86,85.0,75,72.0,6,False
Inkay,Dark,Psychic,288,53,54.0,53,37.0,46,45.0,6,False
Malamar,Dark,Psychic,482,86,92.0,88,68.0,75,73.0,6,False
Binacle,Rock,Water,306,42,52.0,67,39.0,56,50.0,6,False
Barbaracle,Rock,Water,500,72,105.0,115,54.0,86,68.0,6,False
Skrelp,Poison,Water,320,50,60.0,60,60.0,60,30.0,6,False
Dragalge,Poison,Dragon,494,65,75.0,90,97.0,123,44.0,6,False
Clauncher,Water,None,330,50,53.0,62,58.0,63,44.0,6,False
Clawitzer,Water,None,500,71,73.0,88,120.0,89,59.0,6,False
Helioptile,Electric,Normal,289,44,38.0,33,61.0,43,70.0,6,False
Heliolisk,Electric,Normal,481,62,55.0,52,109.0,94,109.0,6,False
Tyrunt,Rock,Dragon,362,58,89.0,77,45.0,45,48.0,6,False
Tyrantrum,Rock,Dragon,521,82,121.0,119,69.0,59,71.0,6,False
Amaura,Rock,Ice,362,77,59.0,50,67.0,63,46.0,6,False
Aurorus,Rock,Ice,521,123,77.0,72,99.0,92,58.0,6,False
Sylveon,Fairy,None,525,95,65.0,65,110.0,130,60.0,6,False
Hawlucha,Fighting,Flying,500,78,92.0,75,74.0,63,118.0,6,False
Dedenne,Electric,Fairy,431,67,58.0,57,81.0,67,101.0,6,False
Carbink,Rock,Fairy,500,50,50.0,150,50.0,150,50.0,6,False
Goomy,Dragon,None,300,45,50.0,35,55.0,75,40.0,6,False
Sliggoo,Dragon,None,452,68,75.0,53,83.0,113,60.0,6,False
Goodra,Dragon,None,600,90,100.0,70,110.0,150,80.0,6,False
Klefki,Steel,Fairy,470,57,80.0,91,80.0,87,75.0,6,False
Phantump,Ghost,Grass,309,43,70.0,48,50.0,60,38.0,6,False
Trevenant,Ghost,Grass,474,85,110.0,76,65.0,82,56.0,6,False
PumpkabooAverage Size,Ghost,Grass,335,49,66.0,70,44.0,55,51.0,6,False
PumpkabooSmall Size,Ghost,Grass,335,44,66.0,70,44.0,55,56.0,6,False
PumpkabooLarge Size,Ghost,Grass,335,54,66.0,70,44.0,55,46.0,6,False
PumpkabooSuper Size,Ghost,Grass,335,59,66.0,70,44.0,55,41.0,6,False
GourgeistAverage Size,Ghost,Grass,494,65,90.0,122,58.0,75,84.0,6,False
GourgeistSmall Size,Ghost,Grass,494,55,85.0,122,58.0,75,99.0,6,False
GourgeistLarge Size,Ghost,Grass,494,75,95.0,122,58.0,75,69.0,6,False
GourgeistSuper Size,Ghost,Grass,494,85,100.0,122,58.0,75,54.0,6,False
Bergmite,Ice,None,304,55,69.0,85,32.0,35,28.0,6,False
Avalugg,Ice,None,514,95,117.0,150,44.0,46,28.0,6,False
Noibat,Flying,Dragon,245,40,30.0,35,45.0,40,55.0,6,False
Noivern,Flying,Dragon,535,85,70.0,80,97.0,80,123.0,6,False
Xerneas,Fairy,None,680,125,131.0,95,131.0,98,99.0,6,True
Yveltal,Dark,Flying,680,125,131.0,95,131.0,98,99.0,6,True
Zygarde50% Forme,Dragon,Ground,600,108,100.0,121,81.0,95,95.0,6,True
Diancie,Rock,Fairy,600,50,100.0,150,100.0,150,50.0,6,True
DiancieMega Diancie,Rock,Fairy,700,50,160.0,110,160.0,110,110.0,6,True
HoopaHoopa Confined,Psychic,Ghost,600,80,110.0,60,150.0,130,70.0,6,True
HoopaHoopa Unbound,Psychic,Dark,680,80,160.0,60,162.875,130,80.0,6,True
Volcanion,Fire,Water,600,80,110.0,120,130.0,90,70.0,6,True
